machine_id,machine_name,line_id,temperature,vibration,pressure,power_consumption,production_rate,defect_rate,machine_status,maintenance_status,downstream_delay,step,timestamp
M09,Machine H - Final Inspection,LINE-3,39.48,0.759,96.12,13.36,1292.9,0.223,HEALTHY,OK,0.0,51,2026-09-10T10:25:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.11,0.737,93.67,10.95,1243.4,0.263,HEALTHY,OK,0.0,51,2026-09-10T10:25:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.13,1.209,101.64,18.66,1201.9,0.217,HEALTHY,OK,0.0,52,2026-09-10T10:26:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.98,1.521,102.64,22.11,1185.3,0.48,HEALTHY,OK,0.0,52,2026-09-10T10:26:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,46.82,1.516,100.24,20.24,1350.5,0.667,HEALTHY,OK,0.0,52,2026-09-10T10:26:00Z
M04,Machine C - Quality Inspection,LINE-2,40.21,1.099,97.91,14.91,1378.2,0.208,HEALTHY,OK,0.0,52,2026-09-10T10:26:00Z
M05,Machine D - Packaging Unit,LINE-2,37.84,0.919,95.42,12.47,1364.2,0.307,HEALTHY,OK,0.0,52,2026-09-10T10:26:00Z
M06,Machine E - Material Transfer,LINE-2,39.11,1.055,99.21,14.96,1345.1,0.277,HEALTHY,OK,0.0,52,2026-09-10T10:26:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,45.07,1.387,101.27,20.79,1319.6,0.616,HEALTHY,OK,0.0,52,2026-09-10T10:26:00Z
M08,Machine G - Finishing Station,LINE-3,41.22,1.034,97.18,16.1,1293.0,0.381,HEALTHY,OK,0.0,52,2026-09-10T10:26:00Z
M09,Machine H - Final Inspection,LINE-3,39.63,0.741,96.53,13.21,1287.8,0.201,HEALTHY,OK,0.0,52,2026-09-10T10:26:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.31,0.612,94.43,11.05,1255.0,0.311,HEALTHY,OK,0.0,52,2026-09-10T10:26:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.61,1.125,100.94,18.67,1205.5,0.159,HEALTHY,OK,0.0,53,2026-09-10T10:26:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.61,1.464,102.82,21.59,1168.6,0.475,HEALTHY,OK,0.0,53,2026-09-10T10:26:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,47.6,1.563,100.44,21.07,1320.4,0.695,HEALTHY,OK,0.0,53,2026-09-10T10:26:30Z
M04,Machine C - Quality Inspection,LINE-2,40.41,0.979,97.71,14.35,1377.6,0.233,HEALTHY,OK,0.0,53,2026-09-10T10:26:30Z
M05,Machine D - Packaging Unit,LINE-2,38.17,0.883,95.24,12.6,1358.2,0.284,HEALTHY,OK,0.0,53,2026-09-10T10:26:30Z
M06,Machine E - Material Transfer,LINE-2,39.02,1.097,99.35,14.69,1358.1,0.314,HEALTHY,OK,0.0,53,2026-09-10T10:26:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.47,1.46,103.12,21.3,1331.4,0.603,HEALTHY,OK,0.0,53,2026-09-10T10:26:30Z
M08,Machine G - Finishing Station,LINE-3,40.34,0.908,97.63,15.82,1292.7,0.398,HEALTHY,OK,0.0,53,2026-09-10T10:26:30Z
M09,Machine H - Final Inspection,LINE-3,40.25,0.727,95.78,13.45,1271.4,0.226,HEALTHY,OK,0.0,53,2026-09-10T10:26:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.81,0.727,94.55,11.22,1257.3,0.265,HEALTHY,OK,0.0,53,2026-09-10T10:26:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.45,1.157,101.43,18.58,1203.9,0.21,HEALTHY,OK,0.0,54,2026-09-10T10:27:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.66,1.433,103.44,22.06,1189.2,0.499,HEALTHY,OK,0.0,54,2026-09-10T10:27:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,47.83,1.752,100.31,21.03,1315.5,0.821,WARNING,OK,0.0,54,2026-09-10T10:27:00Z
M04,Machine C - Quality Inspection,LINE-2,39.65,0.983,98.05,13.67,1382.6,0.248,HEALTHY,OK,0.0,54,2026-09-10T10:27:00Z
M05,Machine D - Packaging Unit,LINE-2,37.8,0.92,93.63,12.49,1347.5,0.275,HEALTHY,OK,0.0,54,2026-09-10T10:27:00Z
M06,Machine E - Material Transfer,LINE-2,39.43,1.084,98.91,14.89,1334.7,0.266,HEALTHY,OK,0.0,54,2026-09-10T10:27:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.38,1.295,101.62,20.88,1333.9,0.623,HEALTHY,OK,0.0,54,2026-09-10T10:27:00Z
M08,Machine G - Finishing Station,LINE-3,40.78,1.065,97.13,16.3,1289.1,0.432,HEALTHY,OK,0.0,54,2026-09-10T10:27:00Z
M09,Machine H - Final Inspection,LINE-3,39.84,0.749,95.89,13.08,1276.0,0.217,HEALTHY,OK,0.0,54,2026-09-10T10:27:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.77,0.731,94.22,10.98,1246.5,0.305,HEALTHY,OK,0.0,54,2026-09-10T10:27:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.22,1.303,101.77,18.79,1224.7,0.215,HEALTHY,OK,0.0,55,2026-09-10T10:27:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.19,1.535,102.5,21.87,1176.0,0.519,HEALTHY,OK,0.0,55,2026-09-10T10:27:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,49.18,1.801,101.04,21.39,1308.7,0.829,WARNING,OK,0.0,55,2026-09-10T10:27:30Z
M04,Machine C - Quality Inspection,LINE-2,40.45,1.039,97.2,13.91,1381.3,0.223,HEALTHY,OK,0.0,55,2026-09-10T10:27:30Z
M05,Machine D - Packaging Unit,LINE-2,38.36,0.914,95.29,12.52,1344.6,0.292,HEALTHY,OK,0.0,55,2026-09-10T10:27:30Z
M06,Machine E - Material Transfer,LINE-2,39.01,1.098,98.06,14.88,1350.4,0.292,HEALTHY,OK,0.0,55,2026-09-10T10:27:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.9,1.424,101.46,20.51,1317.2,0.623,HEALTHY,OK,0.0,55,2026-09-10T10:27:30Z
M08,Machine G - Finishing Station,LINE-3,41.68,1.039,96.77,15.93,1302.1,0.405,HEALTHY,OK,0.0,55,2026-09-10T10:27:30Z
M09,Machine H - Final Inspection,LINE-3,40.22,0.754,96.03,13.13,1286.6,0.176,HEALTHY,OK,0.0,55,2026-09-10T10:27:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.86,0.565,93.69,10.84,1241.8,0.305,HEALTHY,OK,0.0,55,2026-09-10T10:27:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.98,1.087,101.41,18.22,1203.9,0.162,HEALTHY,OK,0.0,56,2026-09-10T10:28:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.01,1.486,103.15,22.04,1178.0,0.454,HEALTHY,OK,0.0,56,2026-09-10T10:28:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,49.55,1.862,100.5,21.15,1303.9,0.924,WARNING,OK,0.0,56,2026-09-10T10:28:00Z
M04,Machine C - Quality Inspection,LINE-2,39.61,0.986,98.11,14.1,1395.0,0.18,HEALTHY,OK,0.0,56,2026-09-10T10:28:00Z
M05,Machine D - Packaging Unit,LINE-2,37.97,0.921,94.99,12.35,1337.6,0.285,HEALTHY,OK,0.0,56,2026-09-10T10:28:00Z
M06,Machine E - Material Transfer,LINE-2,38.57,1.014,98.6,14.69,1354.7,0.318,HEALTHY,OK,0.0,56,2026-09-10T10:28:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.64,1.387,101.07,20.85,1323.2,0.625,HEALTHY,OK,0.0,56,2026-09-10T10:28:00Z
M08,Machine G - Finishing Station,LINE-3,40.71,1.053,96.74,15.63,1305.7,0.45,HEALTHY,OK,0.0,56,2026-09-10T10:28:00Z
M09,Machine H - Final Inspection,LINE-3,40.2,0.798,94.9,12.39,1281.0,0.189,HEALTHY,OK,0.0,56,2026-09-10T10:28:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.56,0.703,94.06,11.28,1251.1,0.337,HEALTHY,OK,0.0,56,2026-09-10T10:28:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.0,1.194,101.83,18.21,1222.5,0.211,HEALTHY,OK,0.0,57,2026-09-10T10:28:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.15,1.526,103.94,22.24,1167.2,0.542,HEALTHY,OK,0.0,57,2026-09-10T10:28:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,50.93,1.999,99.86,21.69,1282.2,1.022,WARNING,OK,0.0,57,2026-09-10T10:28:30Z
M04,Machine C - Quality Inspection,LINE-2,39.89,1.096,98.99,14.01,1380.5,0.189,HEALTHY,OK,0.0,57,2026-09-10T10:28:30Z
M05,Machine D - Packaging Unit,LINE-2,38.44,0.884,94.79,12.79,1345.7,0.299,HEALTHY,OK,0.0,57,2026-09-10T10:28:30Z
M06,Machine E - Material Transfer,LINE-2,38.37,1.135,99.97,15.22,1361.7,0.275,HEALTHY,OK,0.0,57,2026-09-10T10:28:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.09,1.353,101.89,21.23,1320.8,0.558,HEALTHY,OK,0.0,57,2026-09-10T10:28:30Z
M08,Machine G - Finishing Station,LINE-3,40.47,0.931,97.75,16.62,1310.9,0.343,HEALTHY,OK,0.0,57,2026-09-10T10:28:30Z
M09,Machine H - Final Inspection,LINE-3,40.57,0.847,95.23,12.91,1288.8,0.217,HEALTHY,OK,0.0,57,2026-09-10T10:28:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.48,0.731,92.93,10.93,1259.1,0.301,HEALTHY,OK,0.0,57,2026-09-10T10:28:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.8,1.244,101.79,18.89,1207.0,0.232,HEALTHY,OK,0.0,58,2026-09-10T10:29:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.29,1.513,103.04,21.93,1170.3,0.471,HEALTHY,OK,0.0,58,2026-09-10T10:29:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,51.91,2.116,101.22,21.74,1283.6,1.142,WARNING,OK,0.0,58,2026-09-10T10:29:00Z
M04,Machine C - Quality Inspection,LINE-2,39.91,1.03,97.88,14.4,1385.1,0.164,HEALTHY,OK,0.1,58,2026-09-10T10:29:00Z
M05,Machine D - Packaging Unit,LINE-2,38.06,0.982,94.91,12.63,1354.4,0.269,HEALTHY,OK,0.0,58,2026-09-10T10:29:00Z
M06,Machine E - Material Transfer,LINE-2,39.2,1.03,98.69,15.32,1352.9,0.291,HEALTHY,OK,0.0,58,2026-09-10T10:29:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.18,1.397,102.01,21.2,1314.2,0.601,HEALTHY,OK,0.0,58,2026-09-10T10:29:00Z
M08,Machine G - Finishing Station,LINE-3,40.88,0.921,97.04,16.47,1303.1,0.36,HEALTHY,OK,0.0,58,2026-09-10T10:29:00Z
M09,Machine H - Final Inspection,LINE-3,39.38,0.794,96.78,12.94,1290.5,0.211,HEALTHY,OK,0.0,58,2026-09-10T10:29:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.19,0.633,94.47,10.9,1256.9,0.276,HEALTHY,OK,0.0,58,2026-09-10T10:29:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.07,1.218,101.22,18.62,1197.9,0.181,HEALTHY,OK,0.0,59,2026-09-10T10:29:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.64,1.552,102.62,22.17,1174.1,0.464,HEALTHY,OK,0.0,59,2026-09-10T10:29:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,53.4,2.135,100.96,21.88,1261.8,1.217,WARNING,OK,0.0,59,2026-09-10T10:29:30Z
M04,Machine C - Quality Inspection,LINE-2,40.23,0.959,98.36,14.03,1370.0,0.195,HEALTHY,OK,1.3,59,2026-09-10T10:29:30Z
M05,Machine D - Packaging Unit,LINE-2,38.55,0.984,95.36,12.14,1353.9,0.326,HEALTHY,OK,0.0,59,2026-09-10T10:29:30Z
M06,Machine E - Material Transfer,LINE-2,39.29,1.139,99.18,14.98,1345.1,0.243,HEALTHY,OK,0.0,59,2026-09-10T10:29:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.14,1.409,102.28,20.6,1325.2,0.662,HEALTHY,OK,0.0,59,2026-09-10T10:29:30Z
M08,Machine G - Finishing Station,LINE-3,41.03,0.997,97.65,16.61,1291.8,0.406,HEALTHY,OK,0.0,59,2026-09-10T10:29:30Z
M09,Machine H - Final Inspection,LINE-3,39.68,0.773,95.98,13.4,1294.4,0.213,HEALTHY,OK,0.0,59,2026-09-10T10:29:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.85,0.825,93.79,10.83,1235.8,0.342,HEALTHY,OK,0.0,59,2026-09-10T10:29:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.39,1.321,100.61,18.94,1200.6,0.224,HEALTHY,OK,0.0,60,2026-09-10T10:30:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.34,1.573,103.39,21.99,1185.2,0.477,HEALTHY,OK,0.0,60,2026-09-10T10:30:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,53.75,2.318,99.57,22.45,1260.8,1.283,WARNING,OK,0.0,60,2026-09-10T10:30:00Z
M04,Machine C - Quality Inspection,LINE-2,40.14,0.987,98.16,13.81,1372.9,0.232,HEALTHY,OK,2.5,60,2026-09-10T10:30:00Z
M05,Machine D - Packaging Unit,LINE-2,37.97,1.001,95.02,12.22,1359.8,0.319,HEALTHY,OK,1.0,60,2026-09-10T10:30:00Z
M06,Machine E - Material Transfer,LINE-2,39.29,1.16,98.67,14.96,1348.6,0.261,HEALTHY,OK,0.0,60,2026-09-10T10:30:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.89,1.467,102.12,20.6,1307.6,0.65,HEALTHY,OK,0.0,60,2026-09-10T10:30:00Z
M08,Machine G - Finishing Station,LINE-3,40.96,0.968,97.36,15.56,1311.4,0.388,HEALTHY,OK,0.0,60,2026-09-10T10:30:00Z
M09,Machine H - Final Inspection,LINE-3,40.55,0.803,96.71,13.08,1286.8,0.222,HEALTHY,OK,0.0,60,2026-09-10T10:30:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.25,0.717,93.88,11.57,1242.7,0.3,HEALTHY,OK,0.0,60,2026-09-10T10:30:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.01,1.22,101.09,18.59,1198.6,0.153,HEALTHY,OK,0.0,61,2026-09-10T10:30:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.0,1.445,102.13,22.04,1183.9,0.516,HEALTHY,OK,0.0,61,2026-09-10T10:30:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,55.21,2.37,99.82,23.0,1230.4,1.424,WARNING,OK,0.0,61,2026-09-10T10:30:30Z
M04,Machine C - Quality Inspection,LINE-2,39.73,1.004,97.68,14.17,1381.1,0.187,HEALTHY,OK,3.7,61,2026-09-10T10:30:30Z
M05,Machine D - Packaging Unit,LINE-2,37.58,0.913,94.39,12.63,1371.0,0.341,HEALTHY,OK,2.2,61,2026-09-10T10:30:30Z
M06,Machine E - Material Transfer,LINE-2,39.29,1.096,98.03,14.6,1360.3,0.276,HEALTHY,OK,0.7,61,2026-09-10T10:30:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.72,1.392,101.47,20.63,1319.6,0.573,HEALTHY,OK,0.0,61,2026-09-10T10:30:30Z
M08,Machine G - Finishing Station,LINE-3,40.7,0.961,97.76,15.93,1298.6,0.418,HEALTHY,OK,0.0,61,2026-09-10T10:30:30Z
M09,Machine H - Final Inspection,LINE-3,39.94,0.786,96.24,13.2,1278.8,0.202,HEALTHY,OK,0.0,61,2026-09-10T10:30:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.69,0.657,94.38,11.13,1253.6,0.308,HEALTHY,OK,0.0,61,2026-09-10T10:30:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.02,1.235,101.77,18.77,1199.2,0.242,HEALTHY,OK,0.0,62,2026-09-10T10:31:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.09,1.532,103.14,22.07,1174.1,0.521,HEALTHY,OK,0.0,62,2026-09-10T10:31:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,57.13,2.577,100.54,22.51,1222.4,1.556,WARNING,OK,0.0,62,2026-09-10T10:31:00Z
M04,Machine C - Quality Inspection,LINE-2,39.73,0.976,97.21,13.77,1366.3,0.219,HEALTHY,OK,4.9,62,2026-09-10T10:31:00Z
M05,Machine D - Packaging Unit,LINE-2,39.12,0.882,94.17,12.77,1344.2,0.339,HEALTHY,OK,3.4,62,2026-09-10T10:31:00Z
M06,Machine E - Material Transfer,LINE-2,38.89,1.068,98.91,15.23,1348.2,0.285,HEALTHY,OK,1.9,62,2026-09-10T10:31:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.92,1.336,102.2,20.46,1316.4,0.623,HEALTHY,OK,0.4,62,2026-09-10T10:31:00Z
M08,Machine G - Finishing Station,LINE-3,41.12,1.03,97.47,16.35,1307.4,0.413,HEALTHY,OK,0.0,62,2026-09-10T10:31:00Z
M09,Machine H - Final Inspection,LINE-3,40.37,0.838,95.78,12.6,1283.4,0.216,HEALTHY,OK,0.0,62,2026-09-10T10:31:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.44,0.653,93.55,11.14,1249.4,0.243,HEALTHY,OK,0.0,62,2026-09-10T10:31:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.15,1.107,100.83,18.91,1214.6,0.164,HEALTHY,OK,0.0,63,2026-09-10T10:31:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.87,1.502,103.89,21.85,1176.2,0.546,HEALTHY,OK,0.0,63,2026-09-10T10:31:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,56.86,2.765,99.76,22.81,1200.4,1.583,WARNING,OK,0.0,63,2026-09-10T10:31:30Z
M04,Machine C - Quality Inspection,LINE-2,40.34,0.998,97.84,13.78,1135.7,0.209,WARNING,OK,6.1,63,2026-09-10T10:31:30Z
M05,Machine D - Packaging Unit,LINE-2,38.39,0.769,94.58,12.55,1349.2,0.312,HEALTHY,OK,4.6,63,2026-09-10T10:31:30Z
M06,Machine E - Material Transfer,LINE-2,39.11,1.085,98.74,14.93,1359.2,0.278,HEALTHY,OK,3.1,63,2026-09-10T10:31:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.97,1.409,102.78,20.91,1327.7,0.637,HEALTHY,OK,1.6,63,2026-09-10T10:31:30Z
M08,Machine G - Finishing Station,LINE-3,40.97,0.989,97.34,15.92,1306.8,0.407,HEALTHY,OK,0.1,63,2026-09-10T10:31:30Z
M09,Machine H - Final Inspection,LINE-3,40.09,0.744,95.52,13.64,1278.6,0.177,HEALTHY,OK,0.0,63,2026-09-10T10:31:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.57,0.714,94.29,10.96,1247.5,0.295,HEALTHY,OK,0.0,63,2026-09-10T10:31:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.45,1.196,101.45,19.06,1200.7,0.13,HEALTHY,OK,0.0,64,2026-09-10T10:32:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.96,1.637,103.43,21.76,1184.7,0.478,HEALTHY,OK,0.0,64,2026-09-10T10:32:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,57.48,2.847,100.55,22.53,1192.0,1.722,CRITICAL,OK,0.0,64,2026-09-10T10:32:00Z
M04,Machine C - Quality Inspection,LINE-2,39.84,1.02,97.39,14.21,1113.2,0.249,WARNING,OK,7.3,64,2026-09-10T10:32:00Z
M05,Machine D - Packaging Unit,LINE-2,37.31,0.845,95.21,13.0,1136.6,0.317,WARNING,OK,5.8,64,2026-09-10T10:32:00Z
M06,Machine E - Material Transfer,LINE-2,39.01,1.049,98.75,14.64,1339.8,0.312,HEALTHY,OK,4.3,64,2026-09-10T10:32:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.55,1.416,101.35,21.09,1316.1,0.642,HEALTHY,OK,2.8,64,2026-09-10T10:32:00Z
M08,Machine G - Finishing Station,LINE-3,41.13,1.062,97.12,16.02,1292.2,0.388,HEALTHY,OK,1.3,64,2026-09-10T10:32:00Z
M09,Machine H - Final Inspection,LINE-3,39.9,0.764,95.39,12.58,1261.3,0.168,HEALTHY,OK,0.0,64,2026-09-10T10:32:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.25,0.62,93.32,11.54,1244.9,0.31,HEALTHY,OK,0.0,64,2026-09-10T10:32:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.26,1.233,100.54,18.43,1187.1,0.273,HEALTHY,OK,0.0,65,2026-09-10T10:32:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.36,1.448,102.48,21.55,1190.8,0.573,HEALTHY,OK,0.0,65,2026-09-10T10:32:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,58.83,2.934,99.38,23.24,1186.2,1.81,CRITICAL,OK,0.0,65,2026-09-10T10:32:30Z
M04,Machine C - Quality Inspection,LINE-2,40.09,1.02,98.16,13.91,1097.6,0.22,WARNING,OK,8.5,65,2026-09-10T10:32:30Z
M05,Machine D - Packaging Unit,LINE-2,38.01,0.944,95.4,12.07,1111.5,0.277,WARNING,OK,7.0,65,2026-09-10T10:32:30Z
M06,Machine E - Material Transfer,LINE-2,38.58,1.138,99.18,15.33,1158.1,0.306,WARNING,OK,5.5,65,2026-09-10T10:32:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.48,1.423,102.03,21.44,1320.9,0.591,HEALTHY,OK,4.0,65,2026-09-10T10:32:30Z
M08,Machine G - Finishing Station,LINE-3,40.66,1.035,98.12,15.98,1310.5,0.341,HEALTHY,OK,2.5,65,2026-09-10T10:32:30Z
M09,Machine H - Final Inspection,LINE-3,39.98,0.798,95.64,13.72,1279.5,0.188,HEALTHY,OK,1.0,65,2026-09-10T10:32:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.01,0.6,93.62,11.29,1245.0,0.275,HEALTHY,OK,0.0,65,2026-09-10T10:32:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.52,1.267,101.56,18.36,1198.1,0.176,HEALTHY,OK,0.0,66,2026-09-10T10:33:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.6,1.448,102.69,21.69,1167.5,0.507,HEALTHY,OK,0.0,66,2026-09-10T10:33:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,60.1,3.223,100.17,23.63,1179.0,1.929,CRITICAL,OK,0.0,66,2026-09-10T10:33:00Z
M04,Machine C - Quality Inspection,LINE-2,40.3,1.039,98.16,13.92,1086.4,0.159,WARNING,OK,9.7,66,2026-09-10T10:33:00Z
M05,Machine D - Packaging Unit,LINE-2,37.68,0.869,94.44,12.63,1115.6,0.273,WARNING,OK,8.2,66,2026-09-10T10:33:00Z
M06,Machine E - Material Transfer,LINE-2,39.11,1.048,98.85,14.79,1148.1,0.28,WARNING,OK,6.7,66,2026-09-10T10:33:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.4,1.388,101.68,20.62,1150.6,0.627,WARNING,OK,5.2,66,2026-09-10T10:33:00Z
M08,Machine G - Finishing Station,LINE-3,41.11,1.112,98.21,15.91,1297.5,0.414,HEALTHY,OK,3.7,66,2026-09-10T10:33:00Z
M09,Machine H - Final Inspection,LINE-3,39.66,0.858,96.18,13.08,1285.5,0.252,HEALTHY,OK,2.2,66,2026-09-10T10:33:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.07,0.694,94.75,11.29,1247.4,0.3,HEALTHY,OK,0.7,66,2026-09-10T10:33:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.08,1.218,100.62,18.04,1192.9,0.171,HEALTHY,OK,0.0,67,2026-09-10T10:33:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.74,1.532,102.92,22.06,1170.2,0.486,HEALTHY,OK,0.0,67,2026-09-10T10:33:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,61.21,3.305,100.14,23.8,1182.0,2.043,CRITICAL,OK,0.0,67,2026-09-10T10:33:30Z
M04,Machine C - Quality Inspection,LINE-2,39.72,0.991,98.05,13.95,1072.7,0.157,WARNING,OK,10.9,67,2026-09-10T10:33:30Z
M05,Machine D - Packaging Unit,LINE-2,37.61,0.893,94.92,12.33,1093.5,0.302,WARNING,OK,9.4,67,2026-09-10T10:33:30Z
M06,Machine E - Material Transfer,LINE-2,39.36,1.095,99.2,14.84,1136.8,0.311,WARNING,OK,7.9,67,2026-09-10T10:33:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.35,1.436,102.29,20.97,1141.3,0.632,WARNING,OK,6.4,67,2026-09-10T10:33:30Z
M08,Machine G - Finishing Station,LINE-3,40.74,0.969,97.59,16.12,1293.4,0.398,HEALTHY,OK,4.9,67,2026-09-10T10:33:30Z
M09,Machine H - Final Inspection,LINE-3,39.96,0.689,95.89,12.95,1278.7,0.242,HEALTHY,OK,3.4,67,2026-09-10T10:33:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.51,0.659,92.69,10.86,1246.8,0.285,HEALTHY,OK,1.9,67,2026-09-10T10:33:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.44,1.243,101.34,18.39,1208.2,0.199,HEALTHY,OK,0.0,68,2026-09-10T10:34:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.67,1.414,102.78,22.23,1198.2,0.502,HEALTHY,OK,0.0,68,2026-09-10T10:34:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,61.62,3.352,100.78,23.44,1157.0,2.174,CRITICAL,OK,0.0,68,2026-09-10T10:34:00Z
M04,Machine C - Quality Inspection,LINE-2,40.17,0.989,98.28,14.05,1052.8,0.256,WARNING,OK,12.1,68,2026-09-10T10:34:00Z
M05,Machine D - Packaging Unit,LINE-2,37.86,0.939,93.79,12.88,1091.3,0.301,WARNING,OK,10.6,68,2026-09-10T10:34:00Z
M06,Machine E - Material Transfer,LINE-2,39.22,1.128,98.68,15.16,1116.7,0.282,WARNING,OK,9.1,68,2026-09-10T10:34:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.45,1.449,101.65,20.78,1126.1,0.622,WARNING,OK,7.6,68,2026-09-10T10:34:00Z
M08,Machine G - Finishing Station,LINE-3,40.6,1.018,97.87,15.97,1148.5,0.391,WARNING,OK,6.1,68,2026-09-10T10:34:00Z
M09,Machine H - Final Inspection,LINE-3,39.91,0.751,96.51,12.77,1282.8,0.198,HEALTHY,OK,4.6,68,2026-09-10T10:34:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.58,0.67,94.69,11.06,1241.9,0.309,HEALTHY,OK,3.1,68,2026-09-10T10:34:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.94,1.373,101.44,18.39,1211.4,0.145,HEALTHY,OK,0.0,69,2026-09-10T10:34:30Z
